TheTime,AIN0,,AIN1,AIN2,AIN3,AVERAGE,AIN1
42333.61279,2.394762,44.207,2.66798,2.39579,1.384634,,
42333.61279,2.379667,44.208,2.678051,2.436022,1.384634,,
42333.61279,2.409857,44.209,2.496764,2.551689,1.379605,,
42333.61279,2.274001,44.21,2.330585,2.581863,1.379605,,
42333.61279,2.344445,44.211,2.416192,2.581863,1.384634,,
42333.61279,2.294128,44.212,2.53705,2.506428,1.384634,,
42333.61279,2.274001,44.213,2.607551,2.471225,1.384634,,
42333.61279,2.379667,44.214,2.66798,2.486312,1.379605,,
42333.61279,2.304191,44.215,2.506836,2.516486,1.384634,,
42333.61279,2.485333,44.216,2.597479,2.49637,1.379605,,
42333.61279,2.424952,44.217,2.673016,2.425964,1.389663,,
42333.61279,2.414889,44.218,2.647837,2.425964,1.379605,,
42333.61279,2.409857,44.219,2.622658,2.476254,1.389663,,
42333.61279,2.424952,44.22,2.526979,2.526544,1.379605,,
42333.61279,2.460174,44.221,2.516907,2.576834,1.389663,,
42333.61279,2.41992,44.222,2.481657,2.586892,1.384634,,
42333.61279,2.465206,44.223,2.532015,2.561747,1.384634,,
42333.61279,2.485333,44.224,2.592444,2.536602,1.379605,,
42333.61279,2.475269,44.225,2.612587,2.501399,1.389663,,
42333.61279,2.41992,44.226,2.693159,2.441051,1.379605,,
42333.61279,2.429984,44.227,2.733445,2.44608,1.384634,,
42333.61279,2.455142,44.228,2.607551,2.430993,1.379605,,
42333.61279,2.374635,44.229,2.552158,2.375674,1.384634,,
42333.61279,2.324318,44.23,2.728409,2.29521,1.379605,,
42333.61279,2.379667,44.231,2.592444,2.300239,1.384634,,
42333.61279,2.324318,44.232,2.496764,2.29521,1.379605,,
42333.61279,2.319286,44.233,2.738481,2.23989,1.389663,,
42333.61279,2.208589,44.234,2.647837,2.265035,1.379605,,
42333.61279,2.429984,44.235,2.587408,2.325384,1.384634,,
42333.61279,2.520555,44.236,2.743516,2.385732,1.389663,,
42333.61279,2.258906,44.237,2.647837,2.44608,1.379605,,
42333.61279,2.409857,44.238,2.567265,2.566776,1.394692,,
42333.61279,2.555777,44.239,2.416192,2.64724,1.384634,,
42333.61279,2.500428,44.24,2.406121,2.712617,1.384634,,
42333.61279,2.369603,44.241,2.411156,2.672385,1.384634,,
42333.61279,2.455142,44.242,2.506836,2.622095,1.384634,,
42333.61279,2.394762,44.243,2.642801,2.526544,1.384634,,
42333.61279,2.41992,44.244,2.678051,2.531573,1.40475,,
42333.61279,2.394762,44.245,2.562229,2.556718,1.389663,,
42333.61279,2.414889,44.246,2.451442,2.54666,1.384634,,
42333.61279,2.465206,44.247,2.587408,2.39579,1.384634,,
42333.61279,2.384699,44.248,2.859339,2.24492,1.384634,,
42333.61279,2.414889,44.249,2.814017,2.199658,1.384634,,
42333.61279,2.394762,44.25,2.733445,2.199658,1.389663,,
42333.61279,2.384699,44.251,2.708266,2.24492,1.389663,,
42333.61279,2.384699,44.252,2.602515,2.315325,1.384634,,
42333.61279,2.465206,44.253,2.572301,2.385732,1.384634,,
42333.61279,2.525586,44.254,2.592444,2.400819,1.394692,,
42333.61279,2.379667,44.255,2.657908,2.390761,1.379605,,
42333.61279,2.445079,44.256,2.728409,2.390761,1.384634,,
42333.61279,2.384699,44.257,2.728409,2.380703,1.389663,,
42333.61279,2.379667,44.258,2.627694,2.466196,1.384634,,
42333.61279,2.414889,44.259,2.456478,2.576834,1.384634,,
42333.61279,2.284064,44.26,2.350728,2.576834,1.379605,,
42333.61279,2.424952,44.261,2.461514,2.561747,1.384634,,
42333.61279,2.258906,44.262,2.562229,2.466196,1.384634,,
42333.61279,2.268969,44.263,2.617622,2.441051,1.389663,,
42333.61279,2.404825,44.264,2.642801,2.491341,1.384634,,
42333.61279,2.334382,44.265,2.496764,2.511457,1.384634,,
42333.61279,2.490365,44.266,2.592444,2.516486,1.384634,,
42333.61279,2.384699,44.267,2.567265,2.481283,1.384634,,
42333.61279,2.399794,44.268,2.63273,2.456138,1.379605,,
42333.61279,2.450111,44.269,2.683087,2.491341,1.399721,,
42333.61279,2.394762,44.27,2.521943,2.556718,1.389663,,
42333.61279,2.475269,44.271,2.456478,2.617066,1.384634,,
42333.61279,2.470237,44.272,2.461514,2.607008,1.384634,,
42333.61279,2.465206,44.273,2.53705,2.561747,1.374576,,
42333.61279,2.475269,44.274,2.627694,2.511457,1.379605,,
42333.61279,2.440047,44.275,2.673016,2.471225,1.389663,,
42333.61279,2.429984,44.276,2.738481,2.476254,1.384634,,
42333.61279,2.435016,44.277,2.617622,2.466196,1.384634,,
42333.61279,2.429984,44.278,2.567265,2.385732,1.389663,,
42333.61279,2.35954,44.279,2.803945,2.270065,1.384634,,
42333.61279,2.38973,44.28,2.673016,2.300239,1.379605,,
42333.61279,2.394762,44.281,2.441371,2.29018,1.384634,,
42333.61279,2.223684,44.282,2.607551,2.254977,1.379605,,
42333.61279,2.263937,44.283,2.642801,2.260006,1.384634,,
42333.61279,2.35954,44.284,2.577336,2.280123,1.384634,,
42333.61279,2.445079,44.285,2.753588,2.285151,1.379605,,
42333.61279,2.309223,44.286,2.788838,2.325384,1.384634,,
42333.61279,2.41992,44.287,2.63273,2.486312,1.384634,,
42333.61279,2.510491,44.288,2.431299,2.662327,1.394692,,
42333.61279,2.585967,44.289,2.330585,2.727705,1.379605,,
42333.61279,2.414889,44.29,2.340656,2.727705,1.384634,,
42333.61279,2.394762,44.291,2.456478,2.64724,1.384634,,
42333.61279,2.379667,44.292,2.602515,2.556718,1.384634,,
42333.61279,2.409857,44.293,2.678051,2.536602,1.384634,,
42333.61279,2.384699,44.294,2.602515,2.566776,1.399721,,
42333.61279,2.414889,44.295,2.481657,2.551689,1.389663,,
42333.61279,2.475269,44.296,2.567265,2.44608,1.379605,,
42333.61279,2.424952,44.297,2.773731,2.330413,1.384634,,
42333.61279,2.394762,44.298,2.788838,2.219774,1.379605,,
42333.61279,2.429984,44.299,2.733445,2.149368,1.374576,,
42333.61279,2.399794,44.3,2.733445,2.209716,1.394692,,
42333.61279,2.440047,44.301,2.683087,2.335442,1.389663,,
42333.61279,2.424952,44.302,2.562229,2.400819,1.379605,,
42333.61279,2.480301,44.303,2.532015,2.420935,1.384634,,
42333.61279,2.394762,44.304,2.647837,2.375674,1.379605,,
42333.61279,2.424952,44.305,2.773731,2.370645,1.389663,,
42333.61279,2.409857,44.306,2.698195,2.380703,1.379605,,
42333.61279,2.29916,44.307,2.607551,2.385732,1.379605,,
42333.61279,2.460174,44.308,2.642801,2.476254,1.379605,,
42333.61279,2.324318,44.309,2.5018,2.516486,1.384634,,
42333.61279,2.379667,44.31,2.380942,2.571805,1.389663,,
42333.61279,2.414889,44.311,2.5018,2.551689,1.379605,,
42333.61279,2.163303,44.312,2.491729,2.501399,1.384634,,
42333.61279,2.384699,44.313,2.617622,2.506428,1.389663,,
42333.61279,2.289096,44.314,2.562229,2.501399,1.389663,,
42333.61279,2.414889,44.315,2.552158,2.516486,1.384634,,
42333.61279,2.495396,44.316,2.642801,2.481283,1.384634,,
42333.61279,2.334382,44.317,2.557193,2.441051,1.384634,,
42333.61279,2.455142,44.318,2.698195,2.471225,1.389663,,
42333.61279,2.394762,44.319,2.592444,2.49637,1.394692,,
42333.61279,2.470237,44.32,2.532015,2.541631,1.379605,,
42333.61279,2.475269,44.321,2.506836,2.59695,1.389663,,
42333.61279,2.41992,44.322,2.421228,2.607008,1.384634,,
42333.61279,2.475269,44.323,2.547122,2.561747,1.384634,,
42333.61279,2.435016,44.324,2.607551,2.536602,1.389663,,
42333.61279,2.450111,44.325,2.662944,2.501399,1.394692,,
42333.61279,2.424952,44.326,2.693159,2.461167,1.384634,,
42333.61279,2.450111,44.327,2.728409,2.430993,1.379605,,
42333.61279,2.429984,44.328,2.622658,2.375674,1.379605,,
42333.61279,2.29916,44.329,2.662944,2.29521,1.389663,,
42333.61279,2.289096,44.33,2.63273,2.265035,1.389663,,
42333.61279,2.173367,44.331,2.496764,2.224803,1.384634,,
42333.61279,2.374635,44.332,2.66798,2.194629,1.384634,,
42333.61279,2.38973,44.333,2.783802,2.184571,1.394692,,
42333.61279,2.384699,44.334,2.617622,2.249949,1.384634,,
42333.61279,2.445079,44.335,2.657908,2.390761,1.389663,,
42333.61279,2.399794,44.336,2.582372,2.516486,1.389663,,
42333.61279,2.485333,44.337,2.46655,2.601979,1.379605,,
42333.61279,2.540682,44.338,2.46655,2.667356,1.399721,,
42333.61279,2.364572,44.339,2.416192,2.672385,1.379605,,
42333.61279,2.435016,44.34,2.46655,2.667356,1.384634,,
42333.61279,2.394762,44.341,2.491729,2.607008,1.379605,,
42333.61279,2.324318,44.342,2.592444,2.541631,1.394692,,
42333.61279,2.409857,44.343,2.70323,2.516486,1.389663,,
42333.61279,2.424952,44.344,2.612587,2.551689,1.394692,,
42333.61279,2.485333,44.345,2.5018,2.54666,1.384634,,
42333.61279,2.470237,44.346,2.577336,2.451109,1.379605,,
42333.61279,2.435016,44.347,2.793874,2.330413,1.389663,,
42333.61279,2.394762,44.348,2.788838,2.320355,1.389663,,
42333.61279,2.369603,44.349,2.521943,2.325384,1.384634,,
42333.61279,2.384699,44.35,2.728409,2.254977,1.384634,,
42333.61279,2.38973,44.351,2.768695,2.234861,1.389663,,
42333.61279,2.429984,44.352,2.63273,2.285151,1.379605,,
42333.61279,2.53565,44.353,2.592444,2.385732,1.389663,,
42333.61279,2.399794,44.354,2.587408,2.385732,1.384634,,
42333.61279,2.475269,44.355,2.748552,2.350529,1.384634,,
42333.61279,2.379667,44.356,2.778767,2.315325,1.384634,,
42333.61279,2.369603,44.357,2.637765,2.380703,1.389663,,
42333.61279,2.485333,44.358,2.622658,2.506428,1.384634,,
42333.61279,2.294128,44.359,2.375906,2.576834,1.389663,,
42333.61279,2.369603,44.36,2.325549,2.632153,1.384634,,
42333.61279,2.455142,44.361,2.557193,2.536602,1.379605,,
42333.61279,2.198525,44.362,2.577336,2.436022,1.384634,,
42333.61279,2.404825,44.363,2.66798,2.486312,1.384634,,
42333.61279,2.258906,44.364,2.496764,2.501399,1.379605,,
42333.61279,2.485333,44.365,2.547122,2.49637,1.389663,,
42333.61279,2.485333,44.366,2.647837,2.476254,1.384634,,
42333.61279,2.294128,44.367,2.582372,2.471225,1.379605,,
42333.61279,2.435016,44.368,2.693159,2.54666,1.379605,,
42333.61279,2.41992,44.369,2.416192,2.612037,1.394692,,
42333.61279,2.424952,44.37,2.476621,2.617066,1.384634,,
42333.61279,2.429984,44.371,2.597479,2.576834,1.384634,,
42333.61279,2.445079,44.372,2.552158,2.54666,1.384634,,
42333.61279,2.470237,44.373,2.617622,2.541631,1.384634,,
42333.61279,2.450111,44.374,2.562229,2.526544,1.389663,,
42333.61279,2.445079,44.375,2.607551,2.491341,1.384634,,
42333.61279,2.429984,44.376,2.733445,2.466196,1.384634,,
42333.61279,2.455142,44.377,2.622658,2.400819,1.389663,,
42333.61279,2.399794,44.378,2.66798,2.320355,1.384634,,
42333.61279,2.339413,44.379,2.803945,2.249949,1.384634,,
42333.61279,2.394762,44.38,2.521943,2.285151,1.374576,,
42333.61279,2.263937,44.381,2.496764,2.224803,1.384634,,
42333.61279,2.284064,44.382,2.768695,2.179542,1.389663,,
42333.61279,2.248842,44.383,2.642801,2.224803,1.384634,,
42333.61279,2.490365,44.384,2.617622,2.275094,1.394692,,
42333.61279,2.404825,44.385,2.829124,2.315325,1.379605,,
42333.61279,2.279033,44.386,2.662944,2.471225,1.384634,,
42333.61279,2.515523,44.387,2.476621,2.64724,1.384634,,
42333.61279,2.651379,44.388,2.315477,2.747821,1.389663,,
42333.61279,2.455142,44.389,2.325549,2.742792,1.384634,,
42333.61279,2.309223,44.39,2.411156,2.692502,1.394692,,
42333.61279,2.429984,44.391,2.526979,2.612037,1.379605,,
42333.61279,2.324318,44.392,2.637765,2.536602,1.384634,,
42333.61279,2.41992,44.393,2.678051,2.556718,1.384634,,
42333.61279,2.384699,44.394,2.592444,2.541631,1.384634,,
42333.61279,2.475269,44.395,2.481657,2.501399,1.379605,,
42333.61279,2.465206,44.396,2.768695,2.360587,1.389663,,
42333.61279,2.319286,44.397,2.844231,2.285151,1.389663,,
42333.61279,2.475269,44.398,2.693159,2.23989,1.379605,,
42333.61279,2.394762,44.399,2.612587,2.229832,1.379605,,
42333.61279,2.450111,44.4,2.637765,2.305268,1.394692,,
42333.61279,2.374635,44.401,2.673016,2.325384,1.384634,,
42333.61279,2.470237,44.402,2.607551,2.39579,1.389663,,
42333.61279,2.530618,44.403,2.53705,2.425964,1.394692,,
42333.61279,2.374635,44.404,2.647837,2.39579,1.384634,,
42333.61279,2.475269,44.405,2.778767,2.380703,1.384634,,
42333.61279,2.404825,44.406,2.738481,2.335442,1.384634,,
42333.61279,2.334382,44.407,2.597479,2.39579,1.389663,,
42333.61279,2.369603,44.408,2.547122,2.481283,1.389663,,
42333.61279,2.319286,44.409,2.451442,2.541631,1.389663,,
42333.61279,2.455142,44.41,2.426264,2.576834,1.384634,,
42333.61279,2.218652,44.411,2.496764,2.511457,1.389663,,
42333.61279,2.268969,44.412,2.572301,2.501399,1.389663,,
42333.61279,2.414889,44.413,2.607551,2.541631,1.394692,,
42333.61279,2.334382,44.414,2.506836,2.526544,1.389663,,
42333.61279,2.465206,44.415,2.582372,2.511457,1.384634,,
42333.61279,2.429984,44.416,2.602515,2.44608,1.379605,,
42333.61279,2.409857,44.417,2.657908,2.430993,1.384634,,
42333.61279,2.440047,44.418,2.612587,2.471225,1.379605,,
42333.61279,2.41992,44.419,2.547122,2.49637,1.389663,,
42333.61279,2.50546,44.42,2.582372,2.541631,1.384634,,
42333.61279,2.435016,44.421,2.491729,2.576834,1.374576,,
42333.61279,2.435016,44.422,2.46655,2.59695,1.379605,,
42333.61279,2.41992,44.423,2.526979,2.571805,1.379605,,
42333.61279,2.465206,44.424,2.622658,2.526544,1.384634,,
42333.61279,2.424952,44.425,2.683087,2.476254,1.399721,,
42333.61279,2.455142,44.426,2.748552,2.456138,1.384634,,
42333.61279,2.450111,44.427,2.627694,2.420935,1.379605,,
42333.61279,2.35954,44.428,2.622658,2.335442,1.379605,,
42333.61279,2.324318,44.429,2.738481,2.270065,1.384634,,
42333.61279,2.384699,44.43,2.526979,2.300239,1.389663,,
42333.61279,2.309223,44.431,2.526979,2.254977,1.379605,,
42333.61279,2.238779,44.432,2.748552,2.214745,1.384634,,
42333.61279,2.274001,44.433,2.612587,2.260006,1.374576,,
42333.61279,2.485333,44.434,2.642801,2.29521,1.379605,,
42333.61279,2.38973,44.435,2.793874,2.320355,1.384634,,
42333.61279,2.304191,44.436,2.713302,2.441051,1.384634,,
42333.61279,2.470237,44.437,2.526979,2.601979,1.389663,,
42333.61279,2.585967,44.438,2.330585,2.712617,1.40475,,
42333.61279,2.480301,44.439,2.365835,2.727705,1.389663,,
42333.61279,2.38973,44.44,2.411156,2.687472,1.384634,,
42333.61279,2.440047,44.441,2.567265,2.586892,1.384634,,
42333.61279,2.384699,44.442,2.66798,2.516486,1.394692,,
42333.61279,2.435016,44.443,2.657908,2.541631,1.384634,,
42333.61279,2.38973,44.444,2.567265,2.556718,1.389663,,
42333.61279,2.455142,44.445,2.451442,2.551689,1.384634,,
42333.61279,2.450111,44.446,2.637765,2.39579,1.379605,,
42333.61279,2.349477,44.447,2.874446,2.260006,1.389663,,
42333.61279,2.460174,44.448,2.678051,2.29018,1.389663,,
42333.61279,2.35954,44.449,2.622658,2.265035,1.379605,,
42333.61279,2.404825,44.45,2.763659,2.270065,1.394692,,
42333.61279,2.374635,44.451,2.662944,2.280123,1.379605,,
42333.61279,2.495396,44.452,2.557193,2.390761,1.379605,,
42333.61279,2.525586,44.453,2.587408,2.400819,1.384634,,
42333.61279,2.364572,44.454,2.622658,2.39579,1.379605,,
42333.61279,2.490365,44.455,2.723373,2.385732,1.384634,,
42333.61279,2.364572,44.456,2.758624,2.330413,1.384634,,
42333.61279,2.354508,44.457,2.662944,2.405848,1.384634,,
42333.61279,2.379667,44.458,2.506836,2.531573,1.384634,,
42333.61279,2.294128,44.459,2.345692,2.591921,1.379605,,
42333.61279,2.470237,44.46,2.411156,2.591921,1.379605,,
42333.61279,2.263937,44.461,2.557193,2.461167,1.379605,,
42333.61279,2.284064,44.462,2.647837,2.451109,1.389663,,
42333.61279,2.409857,44.463,2.652873,2.511457,1.394692,,
42333.61279,2.309223,44.464,2.451442,2.536602,1.389663,,
42333.61279,2.520555,44.465,2.592444,2.531573,1.379605,,
42333.61279,2.344445,44.466,2.572301,2.471225,1.384634,,
42333.61279,2.445079,44.467,2.63273,2.451109,1.394692,,
42333.61279,2.429984,44.468,2.693159,2.456138,1.384634,,
42333.61279,2.38973,44.469,2.552158,2.511457,1.389663,,
42333.61279,2.520555,44.47,2.572301,2.556718,1.379605,,
42333.61279,2.414889,44.471,2.436335,2.581863,1.394692,,
42333.61279,2.485333,44.472,2.481657,2.591921,1.379605,,
42333.61279,2.41992,44.473,2.567265,2.551689,1.389663,,
42333.61279,2.435016,44.474,2.63273,2.501399,1.379605,,
42333.61279,2.465206,44.475,2.738481,2.451109,1.394692,,
42333.61279,2.399794,44.476,2.733445,2.451109,1.384634,,
42333.61279,2.480301,44.477,2.567265,2.451109,1.384634,,
42333.61279,2.35954,44.478,2.592444,2.350529,1.379605,,
42333.61279,2.324318,44.479,2.743516,2.285151,1.374576,,
42333.61279,2.424952,44.48,2.577336,2.310297,1.389663,,
42333.61279,2.294128,44.481,2.496764,2.275094,1.384634,,
42333.61279,2.163303,44.482,2.637765,2.254977,1.379605,,
42333.61279,2.258906,44.483,2.622658,2.280123,1.389663,,
42333.61279,2.424952,44.484,2.577336,2.320355,1.379605,,
42333.61279,2.374635,44.485,2.814017,2.285151,1.379605,,
42333.61279,2.324318,44.486,2.824088,2.370645,1.384634,,
42333.61279,2.485333,44.487,2.552158,2.54666,1.384634,,
42333.61279,2.550745,44.488,2.340656,2.712617,1.394692,,
42333.61279,2.560808,44.489,2.305406,2.75285,1.384634,,
42333.61279,2.404825,44.49,2.406121,2.702559,1.379605,,
42333.61279,2.409857,44.491,2.552158,2.59695,1.384634,,
42333.61279,2.465206,44.492,2.718338,2.541631,1.389663,,
42333.61279,2.414889,44.493,2.678051,2.536602,1.389663,,
42333.61279,2.364572,44.494,2.511872,2.541631,1.389663,,
42333.61279,2.440047,44.495,2.471586,2.466196,1.379605,,
42333.61279,2.399794,44.496,2.733445,2.325384,1.389663,,
42333.61279,2.394762,44.497,2.894589,2.204687,1.384634,,
42333.61279,2.435016,44.498,2.673016,2.1896,1.389663,,
42333.61279,2.394762,44.499,2.647837,2.214745,1.384634,,
42333.61279,2.490365,44.5,2.778767,2.330413,1.389663,,
42333.61279,2.404825,44.501,2.562229,2.405848,1.384634,,
42333.61279,2.480301,44.502,2.46655,2.44608,1.379605,,
42333.61279,2.41992,44.503,2.647837,2.415906,1.379605,,
42333.61279,2.414889,44.504,2.728409,2.400819,1.384634,,
42333.61279,2.424952,44.505,2.662944,2.405848,1.389663,,
42333.61279,2.268969,44.506,2.657908,2.350529,1.389663,,
42333.61279,2.364572,44.507,2.66798,2.400819,1.389663,,
42333.61279,2.465206,44.508,2.572301,2.501399,1.384634,,
42333.61279,2.309223,44.509,2.380942,2.556718,1.374576,,
42333.61279,2.399794,44.51,2.406121,2.591921,1.379605,,
42333.61279,2.324318,44.511,2.532015,2.49637,1.384634,,
42333.61279,2.339413,44.512,2.657908,2.451109,1.384634,,
42333.61279,2.369603,44.513,2.66798,2.501399,1.389663,,
42333.61279,2.324318,44.514,2.471586,2.526544,1.384634,,
42333.61279,2.515523,44.515,2.602515,2.526544,1.389663,,
42333.61279,2.374635,44.516,2.582372,2.471225,1.384634,,
42333.61279,2.41992,44.517,2.612587,2.44608,1.384634,,
42333.61279,2.470237,44.518,2.688123,2.461167,1.384634,,
42333.61279,2.424952,44.519,2.532015,2.526544,1.394692,,
42333.61279,2.490365,44.52,2.521943,2.576834,1.389663,,
42333.61279,2.394762,44.521,2.431299,2.581863,1.384634,,
42333.61279,2.470237,44.522,2.506836,2.566776,1.374576,,
42333.61279,2.41992,44.523,2.622658,2.521515,1.384634,,
42333.61279,2.399794,44.524,2.647837,2.506428,1.389663,,
42333.61279,2.475269,44.525,2.688123,2.456138,1.389663,,
42333.61279,2.41992,44.526,2.733445,2.405848,1.379605,,
42333.61279,2.460174,44.527,2.647837,2.410877,1.379605,,
42333.61279,2.29916,44.528,2.542086,2.335442,1.384634,,
42333.61279,2.339413,44.529,2.617622,2.300239,1.384634,,
42333.61279,2.399794,44.53,2.652873,2.270065,1.384634,,
42333.61279,2.173367,44.531,2.572301,2.23989,1.384634,,
42333.61279,2.344445,44.532,2.728409,2.234861,1.379605,,
42333.61279,2.374635,44.533,2.678051,2.260006,1.379605,,
42333.61279,2.364572,44.534,2.607551,2.315325,1.389663,,
42333.61279,2.429984,44.535,2.783802,2.39579,1.384634,,
42333.61279,2.379667,44.536,2.511872,2.541631,1.384634,,
42333.6128,2.480301,44.537,2.461514,2.627124,1.379605,,
42333.6128,2.485333,44.538,2.446407,2.677414,1.389663,,
42333.6128,2.414889,44.539,2.436335,2.692502,1.384634,,
42333.6128,2.450111,44.54,2.436335,2.667356,1.384634,,
42333.6128,2.414889,44.541,2.506836,2.576834,1.389663,,
42333.6128,2.429984,44.542,2.718338,2.511457,1.389663,,
42333.6128,2.424952,44.543,2.723373,2.501399,1.389663,,
42333.6128,2.465206,44.544,2.496764,2.561747,1.389663,,
42333.6128,2.455142,44.545,2.436335,2.506428,1.379605,,
42333.6128,2.38973,44.546,2.723373,2.355558,1.384634,,
42333.6128,2.394762,44.547,2.86941,2.214745,1.389663,,
42333.6128,2.424952,44.548,2.738481,2.224803,1.379605,,
42333.6128,2.384699,44.549,2.582372,2.310297,1.384634,,
42333.6128,2.394762,44.55,2.647837,2.330413,1.394692,,
42333.6128,2.460174,44.551,2.627694,2.375674,1.379605,,
42333.6128,2.555777,44.552,2.577336,2.405848,1.384634,,
42333.6128,2.384699,44.553,2.642801,2.390761,1.384634,,
42333.6128,2.445079,44.554,2.728409,2.390761,1.379605,,
42333.6128,2.38973,44.555,2.733445,2.3455,1.384634,,
42333.6128,2.35954,44.556,2.652873,2.385732,1.384634,,
42333.6128,2.379667,44.557,2.612587,2.436022,1.379605,,
42333.6128,2.294128,44.558,2.481657,2.511457,1.379605,,
42333.6128,2.455142,44.559,2.416192,2.581863,1.389663,,
42333.6128,2.399794,44.56,2.481657,2.556718,1.389663,,
42333.6128,2.173367,44.561,2.516907,2.491341,1.384634,,
42333.6128,2.404825,44.562,2.642801,2.491341,1.379605,,
42333.6128,2.279033,44.563,2.562229,2.516486,1.389663,,
42333.6128,2.379667,44.564,2.516907,2.536602,1.384634,,
42333.6128,2.475269,44.565,2.592444,2.521515,1.384634,,
42333.6128,2.324318,44.566,2.567265,2.451109,1.389663,,
42333.6128,2.490365,44.567,2.728409,2.44608,1.389663,,
42333.6128,2.41992,44.568,2.642801,2.451109,1.379605,,
42333.6128,2.455142,44.569,2.572301,2.506428,1.389663,,
42333.6128,2.545713,44.57,2.557193,2.551689,1.389663,,
42333.6128,2.399794,44.571,2.416192,2.581863,1.379605,,
42333.6128,2.475269,44.572,2.476621,2.591921,1.384634,,
42333.6128,2.429984,44.573,2.562229,2.54666,1.384634,,
42333.6128,2.41992,44.574,2.683087,2.486312,1.394692,,
42333.6128,2.450111,44.575,2.748552,2.44608,1.389663,,
42333.6128,2.404825,44.576,2.738481,2.430993,1.389663,,
42333.6128,2.429984,44.577,2.552158,2.430993,1.379605,,
42333.6128,2.284064,44.578,2.587408,2.325384,1.384634,,
42333.6128,2.38973,44.579,2.713302,2.310297,1.379605,,
42333.6128,2.409857,44.58,2.552158,2.300239,1.384634,,
42333.6128,2.218652,44.581,2.547122,2.265035,1.384634,,
42333.6128,2.193494,44.582,2.673016,2.249949,1.389663,,
42333.6128,2.324318,44.583,2.607551,2.29018,1.384634,,
42333.6128,2.394762,44.584,2.622658,2.330413,1.389663,,
42333.6128,2.35954,44.585,2.808981,2.330413,1.384634,,
42333.6128,2.38973,44.586,2.688123,2.441051,1.384634,,
42333.6128,2.530618,44.587,2.526979,2.591921,1.379605,,
42333.6128,2.540682,44.588,2.330585,2.717647,1.389663,,
42333.6128,2.530618,44.589,2.325549,2.742792,1.389663,,
42333.6128,2.414889,44.59,2.426264,2.677414,1.384634,,
42333.6128,2.450111,44.591,2.592444,2.571805,1.384634,,
42333.6128,2.465206,44.592,2.778767,2.506428,1.394692,,
42333.6128,2.364572,44.593,2.627694,2.531573,1.379605,,
42333.6128,2.404825,44.594,2.416192,2.54666,1.394692,,
42333.6128,2.394762,44.595,2.506836,2.420935,1.379605,,
42333.6128,2.384699,44.596,2.874446,2.254977,1.384634,,
42333.6128,2.41992,44.597,2.889553,2.199658,1.389663,,
42333.6128,2.429984,44.598,2.53705,2.280123,1.389663,,
42333.6128,2.470237,44.599,2.587408,2.3455,1.374576,,
42333.6128,2.404825,44.6,2.768695,2.320355,1.389663,,
42333.6128,2.500428,44.601,2.587408,2.390761,1.379605,,
42333.6128,2.414889,44.602,2.582372,2.390761,1.389663,,
42333.6128,2.38973,44.603,2.647837,2.39579,1.374576,,
42333.6128,2.41992,44.604,2.678051,2.39579,1.379605,,
42333.6128,2.374635,44.605,2.688123,2.370645,1.379605,,
42333.6128,2.35954,44.606,2.657908,2.385732,1.379605,,
42333.6128,2.374635,44.607,2.617622,2.436022,1.379605,,
42333.6128,2.384699,44.608,2.496764,2.536602,1.384634,,
42333.6128,2.414889,44.609,2.411156,2.601979,1.384634,,
42333.6128,2.364572,44.61,2.451442,2.566776,1.379605,,
42333.6128,2.253874,44.611,2.532015,2.49637,1.379605,,
42333.6128,2.384699,44.612,2.66798,2.481283,1.384634,,
42333.6128,2.314255,44.613,2.562229,2.511457,1.399721,,
42333.6128,2.414889,44.614,2.521943,2.526544,1.384634,,
42333.6128,2.445079,44.615,2.612587,2.491341,1.389663,,
42333.6128,2.399794,44.616,2.63273,2.425964,1.384634,,
42333.6128,2.495396,44.617,2.723373,2.425964,1.379605,,
42333.6128,2.414889,44.618,2.592444,2.471225,1.379605,,
42333.6128,2.480301,44.619,2.511872,2.556718,1.389663,,
42333.6128,2.470237,44.62,2.441371,2.607008,1.384634,,
42333.6128,2.404825,44.621,2.406121,2.612037,1.379605,,
42333.6128,2.429984,44.622,2.542086,2.566776,1.384634,,
42333.6128,2.399794,44.623,2.647837,2.521515,1.389663,,
42333.6128,2.450111,44.624,2.70323,2.486312,1.389663,,
42333.6128,2.450111,44.625,2.70323,2.436022,1.394692,,
42333.6128,2.409857,44.626,2.733445,2.420935,1.384634,,
42333.6128,2.409857,44.627,2.592444,2.370645,1.389663,,
42333.6128,2.248842,44.628,2.597479,2.29521,1.384634,,
42333.6128,2.379667,44.629,2.642801,2.280123,1.384634,,
42333.6128,2.18343,44.63,2.557193,2.214745,1.389663,,
42333.6128,2.258906,44.631,2.652873,2.209716,1.384634,,
42333.6128,2.490365,44.632,2.783802,2.214745,1.389663,,
42333.6128,2.32935,44.633,2.637765,2.260006,1.384634,,
42333.6128,2.369603,44.634,2.683087,2.39579,1.384634,,
42333.6128,2.399794,44.635,2.587408,2.526544,1.389663,,
42333.6128,2.515523,44.636,2.411156,2.622095,1.379605,,
42333.6128,2.550745,44.637,2.476621,2.642211,1.384634,,
42333.6128,2.29916,44.638,2.471586,2.632153,1.394692,,
42333.6128,2.460174,44.639,2.441371,2.702559,1.384634,,
42333.6128,2.435016,44.64,2.426264,2.662327,1.384634,,
42333.6128,2.364572,44.641,2.572301,2.566776,1.384634,,
42333.6128,2.429984,44.642,2.808981,2.486312,1.384634,,
